"","loc.x1","loc.x2","y"
"281",5.875,-46.125,7.18999373577537
"282",5.875,-46.375,6.99999374002221
"283",5.875,-46.625,6.55999374985697
"284",5.875,-46.875,6.53999375030401
"285",5.875,-47.125,6.38999375365677
"286",5.875,-47.375,6.11999375969174
"287",5.875,-47.625,5.66999376975002
"288",5.875,-47.875,5.59999377131464
"289",6.125,-30.125,20.3999934405089
"290",6.125,-30.375,20.3299934420735
"291",6.125,-30.625,20.1899934452027
"292",6.125,-30.875,19.8499934528023
"293",6.125,-31.125,19.7499934550375
"294",6.125,-31.375,19.3499934639782
"295",6.125,-31.625,19.3699934635312
"296",6.125,-31.875,19.5199934601784
"297",6.125,-32.125,19.6099934581667
"298",6.125,-32.375,19.6699934568256
"299",6.125,-32.625,19.3399934642017
"300",6.125,-32.875,19.3199934646487
"301",6.125,-33.125,19.1399934686721
"302",6.125,-33.375,19.0499934706837
"303",6.125,-33.625,18.9799934722483
"304",6.125,-33.875,18.9599934726954
"305",6.125,-34.125,18.9999934718013
"306",6.125,-34.375,19.1699934680015
"307",6.125,-34.625,19.3799934633076
"308",6.125,-34.875,19.719993455708
"309",6.125,-35.125,19.7299934554845
"310",6.125,-35.375,19.5299934599549
"311",6.125,-35.625,19.1399934686721
"312",6.125,-35.875,19.3199934646487
"313",6.125,-36.125,19.4199934624136
"314",6.125,-36.375,19.3999934628606
"315",6.125,-36.625,19.0499934706837
"316",6.125,-36.875,18.6499934796244
"317",6.125,-37.125,18.3399934865535
"318",6.125,-37.375,17.9599934950471
"319",6.125,-37.625,17.5599935039878
"320",6.125,-37.875,17.2199935115874
"321",6.125,-38.125,16.89999351874
"322",6.125,-38.375,16.6199935249984
"323",6.125,-38.625,16.4799935281277
"324",6.125,-38.875,16.299993532151
"325",6.125,-39.125,15.5499935489148
"326",6.125,-39.375,15.2799935549498
"327",6.125,-39.625,14.7099935676903
"328",6.125,-39.875,14.4099935743958
"329",6.125,-40.125,14.579993570596
"330",6.125,-40.375,13.979993584007
"331",6.125,-40.625,13.0599936045706
"332",6.125,-40.875,12.9699936065823
"333",6.125,-41.125,13.2799935996533
"334",6.125,-41.375,13.1899936016649
"335",6.125,-41.625,13.3299935985357
"336",6.125,-41.875,12.4299936186522
"337",6.125,-42.125,11.8299936320633
"338",6.125,-42.375,11.0299936499447
"339",6.125,-42.625,10.5499936606735
"340",6.125,-42.875,10.2599936671555
"341",6.125,-43.125,9.9899936731905
"342",6.125,-43.375,10.1599936693907
"343",6.125,-43.625,10.289993666485
"344",6.125,-43.875,10.5299936611206
"345",6.125,-44.125,10.5299936611206
"346",6.125,-44.375,10.2999936662615
"347",6.125,-44.625,10.0199936725199
"348",6.125,-44.875,9.55999368280175
"349",6.125,-45.125,9.04999369420113
"350",6.125,-45.375,8.4399937078357
"351",6.125,-45.625,7.93999371901157
"352",6.125,-45.875,7.38999373130503
"353",6.125,-46.125,7.25999373421075
"354",6.125,-46.375,7.07999373823407
"355",6.125,-46.625,6.66999374739828
"356",6.125,-46.875,6.60999374873938
"357",6.125,-47.125,6.54999375008049
"358",6.125,-47.375,6.23999375700953
"359",6.125,-47.625,5.88999376483264
"360",6.125,-47.875,5.83999376595023
"361",6.375,-30.125,20.4499934393913
"362",6.375,-30.375,20.3699934411794
"363",6.375,-30.625,20.2499934438616
"364",6.375,-30.875,19.8699934523553
"365",6.375,-31.125,19.3099934648723
"366",6.375,-31.375,19.0199934713543
"367",6.375,-31.625,19.2999934650958
"368",6.375,-31.875,19.4299934621901
"369",6.375,-32.125,19.6799934566021
"370",6.375,-32.375,19.5699934590608
"371",6.375,-32.625,19.4199934624136
"372",6.375,-32.875,19.4099934626371
"373",6.375,-33.125,19.2899934653193
"374",6.375,-33.375,19.1199934691191
"375",6.375,-33.625,18.9999934718013
"376",6.375,-33.875,18.9299934733659
"377",6.375,-34.125,18.7799934767187
"378",6.375,-34.375,19.3699934635312
"379",6.375,-34.625,19.6099934581667
"380",6.375,-34.875,19.7799934543669
"381",6.375,-35.125,19.9999934494496
"382",6.375,-35.375,19.7099934559316
"383",6.375,-35.625,19.719993455708
"384",6.375,-35.875,19.7299934554845
"385",6.375,-36.125,19.7499934550375
"386",6.375,-36.375,19.6099934581667
"387",6.375,-36.625,19.2099934671074
"388",6.375,-36.875,18.7599934771657
"389",6.375,-37.125,18.4699934836477
"390",6.375,-37.375,18.2699934881181
"391",6.375,-37.625,18.1599934905768
"392",6.375,-37.875,17.7899934988469
"393",6.375,-38.125,17.4999935053289
"394",6.375,-38.375,17.1599935129285
"395",6.375,-38.625,16.9299935180694
"396",6.375,-38.875,16.5599935263396
"397",6.375,-39.125,15.9999935388565
"398",6.375,-39.375,15.4399935513735
"399",6.375,-39.625,14.869993564114
"400",6.375,-39.875,14.9299935627729
"401",6.375,-40.125,14.6499935690314
"402",6.375,-40.375,13.99999358356
"403",6.375,-40.625,12.8999936081469
"404",6.375,-40.875,12.7599936112762
"405",6.375,-41.125,12.7399936117232
"406",6.375,-41.375,13.0399936050177
"407",6.375,-41.625,12.7199936121702
"408",6.375,-41.875,11.9099936302752
"409",6.375,-42.125,11.5999936372042
"410",6.375,-42.375,10.829993654415
"411",6.375,-42.625,10.55999366045
"412",6.375,-42.875,10.4099936638028
"413",6.375,-43.125,10.1599936693907
"414",6.375,-43.375,10.3499936651439
"415",6.375,-43.625,10.3699936646968
"416",6.375,-43.875,10.3099936660379
"417",6.375,-44.125,10.2599936671555
"418",6.375,-44.375,10.0899936709553
"419",6.375,-44.625,10.0299936722964
"420",6.375,-44.875,9.32999368794265
"421",6.375,-45.125,8.88999369777741
"422",6.375,-45.375,8.38999370895328
"423",6.375,-45.625,7.86999372057619
"424",6.375,-45.875,7.49999372884633
"425",6.375,-46.125,7.29999373331668
"426",6.375,-46.375,6.98999374024572
"427",6.375,-46.625,6.60999374873938
"428",6.375,-46.875,6.55999374985697
"429",6.375,-47.125,6.40999375320973
"430",6.375,-47.375,6.38999375365677
"431",6.375,-47.625,5.92999376393857
"432",6.375,-47.875,5.48999377377334
"433",6.625,-30.125,20.5799934364856
"434",6.625,-30.375,20.5799934364856
"435",6.625,-30.625,20.4699934389442
"436",6.625,-30.875,20.0599934481085
"437",6.625,-31.125,19.4299934621901
"438",6.625,-31.375,19.0999934695661
"439",6.625,-31.625,19.0499934706837
"440",6.625,-31.875,19.2799934655428
"441",6.625,-32.125,19.3199934646487
"442",6.625,-32.375,19.4399934619665
"443",6.625,-32.625,19.5499934595078
"444",6.625,-32.875,19.3899934630841
"445",6.625,-33.125,19.3099934648723
"446",6.625,-33.375,19.0699934702367
"447",6.625,-33.625,19.1399934686721
"448",6.625,-33.875,19.0099934715778
"449",6.625,-34.125,19.1099934693426
"450",6.625,-34.375,19.3399934642017
"451",6.625,-34.625,19.4099934626371
"452",6.625,-34.875,19.7999934539199
"453",6.625,-35.125,20.0799934476614
"454",6.625,-35.375,20.3299934420735
"455",6.625,-35.625,20.3299934420735
"456",6.625,-35.875,20.2199934445322
"457",6.625,-36.125,20.1699934456498
"458",6.625,-36.375,19.759993454814
"459",6.625,-36.625,19.3699934635312
"460",6.625,-36.875,19.0499934706837
"461",6.625,-37.125,18.5899934809655
"462",6.625,-37.375,18.4799934834242
"463",6.625,-37.625,18.1999934896827
"464",6.625,-37.875,17.9699934948236
"465",6.625,-38.125,17.8199934981764
"466",6.625,-38.375,17.6499935019762
"467",6.625,-38.625,17.0999935142696
"468",6.625,-38.875,16.4499935287982
"469",6.625,-39.125,16.1399935357273
"470",6.625,-39.375,15.5499935489148
"471",6.625,-39.625,15.5199935495854
"472",6.625,-39.875,15.2999935545027
"473",6.625,-40.125,14.7099935676903
"474",6.625,-40.375,14.1199935808778
"475",6.625,-40.625,13.0699936043471
"476",6.625,-40.875,12.8999936081469
"477",6.625,-41.125,12.9499936070293
"478",6.625,-41.375,12.8199936099351
"479",6.625,-41.625,12.3999936193228
"480",6.625,-41.875,11.3599936425686
"481",6.625,-42.125,10.849993653968
"482",6.625,-42.375,10.7999936550856
"483",6.625,-42.625,10.7999936550856
"484",6.625,-42.875,10.3499936651439
"485",6.625,-43.125,10.269993666932
"486",6.625,-43.375,10.4199936635792
"487",6.625,-43.625,10.3899936642498
"488",6.625,-43.875,10.3499936651439
"489",6.625,-44.125,10.2999936662615
"490",6.625,-44.375,9.94999367408457
"491",6.625,-44.625,9.62999368123712
"492",6.625,-44.875,9.03999369442465
"493",6.625,-45.125,8.73999370113017
"494",6.625,-45.375,7.99999371767046
"495",6.625,-45.625,7.38999373130503
"496",6.625,-45.875,7.36999373175206
"497",6.625,-46.125,7.10999373756351
"498",6.625,-46.375,6.83999374359848
"499",6.625,-46.625,6.64999374784531
"500",6.625,-46.875,6.4299937527627
"501",6.625,-47.125,6.58999374918642
"502",6.625,-47.375,6.57999374940994
"503",6.625,-47.625,5.97999376282098
"504",6.625,-47.875,5.6799937695265
"505",6.875,-30.125,20.7099934335798
"506",6.875,-30.375,20.609993435815
"507",6.875,-30.625,20.4299934398383
"508",6.875,-30.875,20.1299934465438
"509",6.875,-31.125,19.7099934559316
"510",6.875,-31.375,19.2899934653193
"511",6.875,-31.625,19.1199934691191
"512",6.875,-31.875,19.1299934688956
"513",6.875,-32.125,19.0999934695661
"514",6.875,-32.375,19.3099934648723
"515",6.875,-32.625,19.5099934604019
"516",6.875,-32.875,19.5999934583903
"517",6.875,-33.125,19.3999934628606
"518",6.875,-33.375,19.3599934637547
"519",6.875,-33.625,19.3899934630841
"520",6.875,-33.875,19.469993461296
"521",6.875,-34.125,19.4399934619665
"522",6.875,-34.375,19.2899934653193
"523",6.875,-34.625,19.6299934577197
"524",6.875,-34.875,19.9799934498966
"525",6.875,-35.125,20.1199934467674
"526",6.875,-35.375,20.4899934384972
"527",6.875,-35.625,20.5299934376031
"528",6.875,-35.875,20.5699934367091
"529",6.875,-36.125,20.3999934405089
"530",6.875,-36.375,19.8899934519083
"531",6.875,-36.625,19.4399934619665
"532",6.875,-36.875,19.0399934709072
"533",6.875,-37.125,18.7099934782833
"534",6.875,-37.375,18.579993481189
"535",6.875,-37.625,18.4799934834242
"536",6.875,-37.875,18.329993486777
"537",6.875,-38.125,18.1799934901297
"538",6.875,-38.375,17.8799934968353
"539",6.875,-38.625,17.0999935142696
"540",6.875,-38.875,16.5199935272336
"541",6.875,-39.125,16.3599935308099
"542",6.875,-39.375,15.7799935437739
"543",6.875,-39.625,15.5799935482443
"544",6.875,-39.875,14.9699935618788
"545",6.875,-40.125,14.5199935719371
"546",6.875,-40.375,14.3999935746193
"547",6.875,-40.625,12.839993609488
"548",6.875,-40.875,12.7799936108291
"549",6.875,-41.125,12.4699936177582
"550",6.875,-41.375,12.3799936197698
"551",6.875,-41.625,12.1199936255813
"552",6.875,-41.875,11.2499936450273
"553",6.875,-42.125,11.119993647933
"554",6.875,-42.375,10.869993653521
"555",6.875,-42.625,10.1599936693907
"556",6.875,-42.875,10.0299936722964
"557",6.875,-43.125,10.0399936720729
"558",6.875,-43.375,10.4199936635792
"559",6.875,-43.625,10.1199936702848
"560",6.875,-43.875,10.269993666932
"561",6.875,-44.125,10.1699936691672
"562",6.875,-44.375,9.82999367676678
"563",6.875,-44.625,9.42999368570747
"564",6.875,-44.875,9.05999369397762
"565",6.875,-45.125,8.61999370381238
"566",6.875,-45.375,7.49999372884633
"567",6.875,-45.625,7.2899937335402
"568",6.875,-45.875,7.09999373778703
"569",6.875,-46.125,7.10999373756351
"570",6.875,-46.375,7.00999373979869
"571",6.875,-46.625,6.79999374449255
"572",6.875,-46.875,6.57999374940994
"573",6.875,-47.125,6.71999374628069
"574",6.875,-47.375,6.70999374650421
"575",6.875,-47.625,5.97999376282098
"576",6.875,-47.875,5.71999376863243
"577",7.125,-30.125,20.5199934378267
"578",7.125,-30.375,20.5399934373796
"579",7.125,-30.625,20.3599934414029
"580",7.125,-30.875,20.1299934465438
"581",7.125,-31.125,19.8599934525788
"582",7.125,-31.375,19.6499934572727
"583",7.125,-31.625,19.4299934621901
"584",7.125,-31.875,19.2299934666604
"585",7.125,-32.125,19.2599934659899
"586",7.125,-32.375,19.3799934633076
"587",7.125,-32.625,19.5699934590608
"588",7.125,-32.875,19.6299934577197
"589",7.125,-33.125,19.6299934577197
"590",7.125,-33.375,19.6099934581667
"591",7.125,-33.625,19.7099934559316
"592",7.125,-33.875,19.5899934586138
"593",7.125,-34.125,19.6199934579432
"594",7.125,-34.375,19.6999934561551
"595",7.125,-34.625,19.9699934501201
"596",7.125,-34.875,19.9699934501201
"597",7.125,-35.125,20.3099934425205
"598",7.125,-35.375,20.5599934369326
"599",7.125,-35.625,20.7399934329093
"600",7.125,-35.875,20.7499934326858
"601",7.125,-36.125,20.6199934355915
"602",7.125,-36.375,20.3699934411794
"603",7.125,-36.625,19.6899934563786
"604",7.125,-36.875,19.2399934664369
"605",7.125,-37.125,18.9199934735894
"606",7.125,-37.375,18.8999934740365
"607",7.125,-37.625,18.6399934798479
"608",7.125,-37.875,18.4699934836477
"609",7.125,-38.125,17.9899934943766
"610",7.125,-38.375,17.1299935135991
"611",7.125,-38.625,16.7799935214222
"612",7.125,-38.875,16.8199935205281
"613",7.125,-39.125,16.609993525222
"614",7.125,-39.375,15.6599935464561
"615",7.125,-39.625,15.5199935495854
"616",7.125,-39.875,14.8099935654551
"617",7.125,-40.125,14.6199935697019
"618",7.125,-40.375,14.4799935728312
"619",7.125,-40.625,13.0899936039001
"620",7.125,-40.875,12.6699936132878
"621",7.125,-41.125,11.989993628487
"622",7.125,-41.375,11.6099936369807
"623",7.125,-41.625,11.4999936394394
"624",7.125,-41.875,11.2499936450273
"625",7.125,-42.125,11.0199936501682
"626",7.125,-42.375,10.5999936595559
"627",7.125,-42.625,10.2099936682731
"628",7.125,-42.875,9.84999367631974
"629",7.125,-43.125,9.68999367989602
"630",7.125,-43.375,10.0899936709553
"631",7.125,-43.625,9.76999367810788
"632",7.125,-43.875,9.9299936745316
"633",7.125,-44.125,9.84999367631974
"634",7.125,-44.375,9.6999936796725
"635",7.125,-44.625,9.19999369084837
"636",7.125,-44.875,9.0099936950952
"637",7.125,-45.125,8.74999370090666
"638",7.125,-45.375,7.84999372102322
"639",7.125,-45.625,7.46999372951689
"640",7.125,-45.875,7.17999373599889
"641",7.125,-46.125,7.16999373622241
"642",7.125,-46.375,6.91999374181034
"643",7.125,-46.625,6.64999374784531
"644",7.125,-46.875,6.44999375231566
"645",7.125,-47.125,6.50999375097456
"646",7.125,-47.375,6.6599937476218
"647",7.125,-47.625,5.82999376617374
"648",7.125,-47.875,5.57999377176168
"649",7.375,-30.125,20.589993436262
"650",7.375,-30.375,20.609993435815
"651",7.375,-30.625,20.3899934407324
"652",7.375,-30.875,20.2399934440851
"653",7.375,-31.125,20.1099934469909
"654",7.375,-31.375,19.9199934512377
"655",7.375,-31.625,19.8199934534729
"656",7.375,-31.875,19.6499934572727
"657",7.375,-32.125,19.5299934599549
"658",7.375,-32.375,19.5899934586138
"659",7.375,-32.625,19.7799934543669
"660",7.375,-32.875,19.9299934510142
"661",7.375,-33.125,19.7499934550375
"662",7.375,-33.375,19.8599934525788
"663",7.375,-33.625,20.0399934485555
"664",7.375,-33.875,19.8499934528023
"665",7.375,-34.125,19.8499934528023
"666",7.375,-34.375,19.8499934528023
"667",7.375,-34.625,19.9799934498966
"668",7.375,-34.875,20.1799934454262
"669",7.375,-35.125,20.3299934420735
"670",7.375,-35.375,20.609993435815
"671",7.375,-35.625,20.919993428886
"672",7.375,-35.875,20.899993429333
"673",7.375,-36.125,20.7499934326858
"674",7.375,-36.375,20.3799934409559
"675",7.375,-36.625,19.7299934554845
"676",7.375,-36.875,19.159993468225
"677",7.375,-37.125,18.9999934718013
"678",7.375,-37.375,18.9799934722483
"679",7.375,-37.625,18.6999934785068
"680",7.375,-37.875,18.0699934925884
"681",7.375,-38.125,17.4999935053289
"682",7.375,-38.375,17.0399935156107
"683",7.375,-38.625,16.9199935182929
"684",7.375,-38.875,16.9399935178459
"685",7.375,-39.125,16.609993525222
"686",7.375,-39.375,15.6199935473502
"687",7.375,-39.625,15.7499935444445
"688",7.375,-39.875,15.4999935500324
"689",7.375,-40.125,14.9699935618788
"690",7.375,-40.375,14.289993577078
"691",7.375,-40.625,13.1199936032295
"692",7.375,-40.875,12.3299936208874
"693",7.375,-41.125,12.0299936275929
"694",7.375,-41.375,11.8899936307222
"695",7.375,-41.625,11.5199936389923
"696",7.375,-41.875,11.5299936387688
"697",7.375,-42.125,11.2899936441332
"698",7.375,-42.375,10.6299936588854
"699",7.375,-42.625,10.1399936698377
"700",7.375,-42.875,9.80999367721381
"701",7.375,-43.125,9.73999367877843
